movieId,title,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1,Toy Story,0.039267672624924414,0.12536143130788938,-0.7491318156464775,-0.9610444535813312,0.0965446882535053,0.19313760524830276,-0.11125443837593088,0.27272757358812033,0.24817718323703697,0.2825687968264536,-0.18763366318708277,-0.022400364066040904,-0.08707223465943734,-0.00785499974822152,-0.07169551372086255,-0.05850581026721723,0.065733186132852,-0.003530718364373924,0.0549159796703041
2,Jumanji,0.039267672624926864,0.1388414498209306,-0.648569907634955,-1.1539765369978612,0.3180462194718578,0.21565389457099246,-0.024189137185269997,0.3521845032979032,0.12679129266905376,0.40167171544032837,-0.15478158626437316,-0.15338671007989513,-0.3886236517082832,-0.36056627814020287,-0.2582079036646516,-0.03236332490040518,-0.0007486600638004064,-0.38568798055563497,-0.08061755732537636
3,Grumpier Old Men,0.039267672624924664,0.11197303090025401,-0.7751271413284374,0.5289854372891987,-0.5728054877850104,-0.10747015069222855,0.016346163114657926,-0.3165774135801768,-0.1597258222135429,0.16113305773164122,0.18431361674575336,-0.3237760200909946,-0.1205910924784348,0.28004716815088315,0.02852485234006487,0.010894898426947748,-0.003964025554064004,-0.03843252549006895,-0.002496138151713688
4,Waiting to Exhale,0.03926767262492611,0.11910378364149032,-0.5120090615504104,0.6275664958729074,-0.25082289864893037,-0.01806440292676751,0.1135471107250751,-0.08802910483791772,-0.16206715784947912,0.1926508351407512,0.07034583574547351,-0.06717777247890948,-0.04014287026939101,0.11925758218333332,0.015442576442285567,0.027146042024495585,-0.009560877444929857,0.0022556770317840387,-0.01046353445812527
5,Father of the Bride Part II,0.0392676726249248,0.08694886219102245,-0.8133586357091374,0.1984194210958371,-0.7495392876229787,-0.1341863901955837,-0.242839028527442,-0.599110426847244,0.3206039536162954,-0.15583581543547997,-0.05757226496806105,0.09362457277304383,0.19707297909446805,-0.23652358697956352,0.021729359659747854,0.06916024615662583,0.08172692467062154,0.05008068825366571,0.039669020792011594
6,Heat,0.03926767262492765,0.16816591114247662,0.7574734179955572,-0.02451322348958429,0.2779800925491641,0.18437415694582227,-0.4853456540204227,-0.3476488320930705,-0.05107268999779914,-0.35768417397958924,-0.2511585809935431,0.0047570959769303684,-0.25437050268005673,0.23236241921012113,-0.021426553049471043,-0.02963333013148967,0.06016269398681399,-0.013243015014760667,-0.06850939587222331
7,Sabrina,0.03926767262492658,0.11197303090022766,-0.7751271413284228,0.5289854372892299,-0.5728054877850324,-0.10747015069224133,0.016346163114659234,-0.31657741358018376,-0.159725822213538,0.16113305773163625,0.18431361674575794,-0.3237760200909954,-0.12059109247843675,0.28004716815087954,0.02852485234006243,0.010894898426943122,-0.003964025554061768,-0.03843252549006616,-0.0024961381517103133
8,Tom and Huck,0.03926767262492684,0.135553864976523,-0.7356410263825877,-1.2324143545659663,0.4026388154761648,0.23272603739915076,-0.0877060842794732,0.3402545320144741,0.22058377396729967,0.30629123010544435,-0.20057830694125142,0.014952013336024935,-0.10154714332097106,-0.01966718975208797,-0.2746928528863349,0.45503296284180833,-0.3740044520233715,-0.6625671364913318,-0.048823471001201935
9,Sudden Death,0.039267672624925844,0.1635411868819623,0.4191746875783754,-0.5300488753151961,0.5853287434219892,0.07343397944593476,0.025741393537607515,-0.7718293433151927,-0.19721073242366255,-0.4134618517077942,0.06219086801182641,-0.00303385251896008,-0.3050273349989335,0.13114303837362654,-0.16324015518960677,0.2117786553018208,-0.21605952305429646,0.5539085192635542,-0.5496880401685682
10,GoldenEye,0.03926767262492706,0.16342740851195384,0.42735792713523835,-0.5245539097552995,0.38764919978770535,0.08622100776407876,-0.04382947363516978,-0.3293504497840145,-0.157179101437272,-0.1256891841664755,-0.03979115002111031,-0.14071312265254518,-0.2166549954116305,-0.0006609884124580156,-0.22656448534424423,0.3943134462542516,-0.0012316343165462,0.05333174060736999,0.12809041296807716
11,"American President, The",0.039267672624926586,0.11910378364148533,-0.5120090615504082,0.6275664958729131,-0.25082289864892904,-0.01806440292676945,0.11354711072507644,-0.08802910483791582,-0.1620671578494753,0.19265083514075024,0.07034583574547382,-0.06717777247890772,-0.04014287026938969,0.11925758218333206,0.01544257644228531,0.027146042024493947,-0.00956087744492916,0.002255677031784968,-0.010463534458124934
12,Dracula: Dead and Loving It,0.03926767262492653,0.13645571806827553,0.3933889113964053,-0.19624214245930405,-1.267697890504149,-0.42150067028298843,0.29944396587803324,0.035119296729820074,0.4228773533892345,-0.0062841189912975085,0.0411180970005181,0.25718111952391587,-0.15777877980894645,-0.07491754141124855,0.04188411725738147,0.015208452510739715,-0.1622230323246725,0.06492202456620075,0.01332249351545207
13,Balto,0.039267672624926975,0.13148055827954544,-0.8192909241278489,-1.3355135957135955,0.3611339004757649,0.3061216025074737,-0.13875930678511525,0.5289012829743553,0.3270252108320919,0.32541570448587975,-0.27246930201889996,0.09481258793615618,0.11011417203041468,0.4132043477183018,-0.05165630768092556,0.21515553429736944,-0.16627463928723357,-0.07860153713042552,0.12637220251107895
14,Nixon,0.0392676726249253,0.13336528912398843,0.014227098005640657,0.8247286130402393,0.3931422796232698,0.1607470926041598,0.30794900594590724,0.3690675126466216,-0.16674982912134034,0.25568638995896376,-0.15758972625509235,0.4460187227452644,0.12075357414870186,-0.2023215897517624,-0.010721975353268234,0.05964832921958454,-0.02075458122666822,0.08363208207548362,-0.026398327070954585
15,Cutthroat Island,0.0392676726249267,0.147435146376841,-0.2029323405141382,-0.2379731827764303,0.27395722810494094,0.02681057561920444,0.1471654265198337,-0.35246923415361686,-0.33756091201297644,0.09802034543478506,0.2055446526533167,-0.287763637236219,-0.36129714800729795,0.1984513031791857,-0.17484033648776084,0.2120780844682126,-0.2894369795107625,0.07238691706296779,0.060233347856188946
16,Casino,0.03926767262492597,0.1446739248273451,0.3567487542067356,0.6407142726703546,0.34837479337376986,0.27147909937496917,-0.43818800197235375,0.03131920344346673,-0.011923500187408502,-0.10543881118348788,-0.3317242138419301,0.38167446619951717,-0.16650094631409387,0.08217079049929148,0.10404531111850095,-0.37018297626603697,-0.19958401800791434,-0.16294710681588495,0.07942581362036526
17,Sense and Sensibility,0.039267672624926454,0.13518124436671639,-0.3613342744710329,0.8421400332614328,-0.0014647041618934963,0.03999659070763618,0.2917401803513368,0.16751155616675648,-0.40340271358235935,0.36689416042886247,0.13430488610224003,-0.1475789451048874,-0.15875079495132224,0.297148166764778,0.012299184833552742,0.00613893995842559,-0.0552047785027028,-0.021656828579156358,-0.03552981208319427
18,Four Rooms,0.03926767262492735,0.08694886219100458,-0.8133586357091288,0.19841942109588956,-0.7495392876228971,-0.1341863901956095,-0.24283902852733089,-0.5991104268472511,0.3206039536164204,-0.1558358154355306,-0.05757226496803746,0.09362457277300622,0.19707297909447982,-0.23652358697954218,0.021729359659759424,0.06916024615661046,0.08172692467062483,0.0500806882536461,0.03966902079201502
19,Ace Ventura: When Nature Calls,0.03926767262492506,0.08694886219101798,-0.8133586357091229,0.1984194210958554,-0.749539287622997,-0.1341863901955254,-0.2428390285274254,-0.5991104268472489,0.3206039536162926,-0.15583581543548344,-0.05757226496806031,0.09362457277304645,0.19707297909447039,-0.2365235869795568,0.021729359659748773,0.06916024615663041,0.08172692467061764,0.050080688253665386,0.0396690207920144
20,Money Train,0.039267672624927086,0.1449623769484939,0.2946577432566288,0.1899216727334749,0.0955086539295558,0.11593663464920954,-0.27818539692856165,-0.2545978820959744,0.0001272109003082372,-0.19464038948305865,-0.1937275468407629,0.11078291668982303,-0.08905699095940028,0.05164841617980898,-0.010654454968386951,0.007981716996350467,0.04829208508087942,0.018796745056974505,-0.03845149877912159
21,Get Shorty,0.039267672624926746,0.14263513624550134,0.346628976899699,0.2183095419807709,-0.1669759177991685,0.11516736706531386,-0.574872461375441,-0.29007585993709223,0.12153220534885088,-0.2718088285554856,-0.2910796253201767,0.03697657107426542,-0.08700373131558585,0.10980687742572603,0.04022995190031526,-0.0771727998465542,0.1594248432284555,-0.1811856253513948,0.12794295778131093
